RANK,PLAYER,NAT,TEAM,POS,OVR,PAC,SHO,PAS,DRI,DEF,PHY
13035,Filip Marschall,,peterborough,GK,63,63,62,63,62,20,61
13044,Cian Hayes,,bolton,RM,63,80,53,56,66,28,47
13050,Thierry Gale,,mk-dons,LW,63,81,58,57,67,26,41
13059,Luke Offord,,chesterfield,CB,63,65,28,48,54,61,73
13082,Will Grigg,,swansea-city,ST,63,57,64,49,62,32,63
13089,Bobby Wales,,colchester,ST,63,78,60,48,60,21,60
13092,Tom Flanagan,,shrewsbury,CB,63,50,34,54,50,61,77
13093,Toto Nsiala,,gillingham,CB,63,57,38,48,46,60,77
13094,Conor Masterson,,afc-wimbledon,CB,63,62,33,44,52,63,72
13134,Ryan Johnson,,notts-county,CB,63,69,24,43,52,62,72
13135,Matthew Platt,,crewe-alexandra,CB,63,56,28,45,53,62,78
13152,Louis Moult,,northampton,ST,63,34,64,52,61,38,71
13157,Conor McCarthy,,exeter-city,CB,63,54,28,49,51,63,74
13169,Sil Swinkels,,sheffield-wed,CB,63,52,39,47,51,62,66
13189,Gabriel Otegbayo,,lincoln-city,CB,63,60,32,40,47,63,69
13216,Jasper Moon,,burton-albion,CB,63,60,26,42,42,64,72
13224,Kacper Łopata,,bristol-rovers,CB,63,57,28,43,40,62,71
13227,Elkan Baggott,,ipswich,CB,63,54,24,40,46,62,73
13241,Michael Morrison,,cambridge-utd,CB,63,34,38,41,42,62,71
13242,Ben Heneghan,,port-vale,CB,63,43,28,41,42,62,71
13245,Niall Canavan,,barrow,CB,63,36,26,37,42,63,76
13247,George Hall,,port-vale,CM,62,87,58,62,66,57,65
13248,Myles Hippolyte,,afc-wimbledon,CM,62,82,60,60,63,54,70
13249,Alex Pattison,,bradford-city,CM,62,81,59,60,65,54,67
13251,Reece Brown,,crawley-town,CM,62,78,59,62,66,57,63
13252,Samson Tovide,,colchester,ST,62,81,60,55,61,46,80
13254,Jason Daði Svanþórs­son,,grimsby-town,RB,62,88,54,55,62,52,69
13255,Ollie Clarke,,swindon-town,CM,62,65,61,59,62,58,75
13256,Dennis Adeniran,,barnet,CM,62,70,57,58,62,62,71
13257,Max Anderson,,crawley-town,CM,62,76,57,60,64,54,69
13259,Will Hondermarck,,bromley-fc,CM,62,78,53,58,65,59,66
13261,Jaheim Headley,,port-vale,LB,62,86,54,53,67,52,67
13263,Tommy Leigh,,bradford-city,CAM,62,71,61,61,63,52,70
13264,Ronan Curtis,,port-vale,LM,62,74,63,57,62,48,73
13266,Connor Evans,,mk-dons,CM,62,74,60,60,64,56,62
13267,Ryan Broom,,cheltenham-town,RB,62,82,56,59,62,54,63
13270,Kane Vincent-Young,,colchester,RB,62,84,54,56,61,58,62
13272,Ellis Harrison,,bristol-rovers,ST,62,79,60,54,61,43,77
13273,Luke Bolton,,mansfield-town,RB,62,79,55,58,64,54,64
13274,Charlie Lakin,,walsall,CM,62,68,58,62,62,59,65
13276,George Maris,,mansfield-town,CM,62,68,58,61,62,58,66
13284,Nathan Moriah-Welsh,,mansfield-town,CM,62,69,54,59,65,57,67
13287,Idris Kanu,,barnet,RB,62,86,50,53,60,54,67
13290,Gavan Holohan,,crawley-town,CM,62,68,58,59,63,54,67
13291,Justin Amaluzor,,grimsby-town,RW,62,91,52,53,64,41,68
13294,Mark Helm,,fleetwood-town,CM,62,70,60,61,67,51,60
13295,Ben Woods,,peterborough,CM,62,68,56,61,61,57,66
13296,Dominic Gape,,colchester,CDM,62,65,57,60,66,57,63
,,,,,,,,,,,
RANK,PLAYER,NAT,TEAM,POS,OVR,PAC,SHO,PAS,DRI,DEF,PHY
,,,,,,,,,,,
13297,Ryan Rydel,,exeter-city,LB,62,81,53,56,59,55,64
13300,Michael Golding,,leicester-city,CAM,62,66,57,63,64,57,60
13304,Promise Omochere,,bristol-rovers,ST,62,74,59,55,63,43,73
13309,Jake Caprice,,oldham-athletic,RB,62,89,46,53,58,55,65
13310,Nick Tsaroulla,,notts-county,LB,62,82,55,54,63,54,58
13311,Phoenix Patterson,,stevenage,LB,62,82,54,61,62,53,54
13317,Kieran Green,,grimsby-town,CM,62,62,57,58,62,57,69
13325,Ben Waine,,port-vale,ST,62,77,61,54,60,44,68
13327,JJ McKiernan,,burton-albion,CAM,62,75,59,59,63,44,64
13333,Jack Moylan,,lincoln-city,ST,62,73,61,58,64,45,62
13334,Ryan Trevitt,,wigan-athletic,CM,62,61,61,61,65,54,61
13339,Max Sanders,,crewe-alexandra,CDM,62,65,54,60,61,57,65
13343,George Thomson,,harrogate-town,RM,62,69,60,60,61,51,61
13345,Ayman Benarous,,plymouth-argyle,CM,62,71,55,61,69,52,54
13346,Jacob Mendy,,peterborough,LB,62,85,42,53,58,54,70
13354,Tyrese Hall,,notts-county,CDM,62,69,50,60,65,58,58
13358,Richard O'Donnell,,derby-county,GK,62,62,62,60,62,52,62
13359,Cameron Norman,,tranmere-rovers,RB,62,67,47,56,57,56,77
13360,Craig MacGillivray,,mk-dons,GK,62,62,61,62,63,51,61
13362,Lee O'Connor,,tranmere-rovers,RB,62,69,50,57,59,57,68
13374,Shaun Whalley,,accrington,CAM,62,68,61,59,64,51,56
13375,Ben Amos,,port-vale,GK,62,60,65,67,60,46,61
13376,Tom Nichols,,swindon-town,ST,62,73,60,58,63,41,64
13378,Taylor Perry,,shrewsbury,CM,62,68,56,61,65,50,59
13380,George Broadbent,,doncaster,CDM,62,66,53,56,60,56,68
13381,Tyreik Wright,,bradford-city,LB,62,84,54,57,63,53,48
13387,Ethan Coleman,,gillingham,CDM,62,66,47,55,57,59,74
13389,Derek Mazou-Sacko,,millwall,CM,62,66,47,58,65,57,65
13394,Connor Jennings,,tranmere-rovers,ST,62,58,62,57,62,48,70
13396,Joe Ironside,,tranmere-rovers,ST,62,67,61,50,58,41,80
13397,Rhys Oates,,mansfield-town,ST,62,80,60,49,60,38,70
13401,Alfie Chang,,bristol-rovers,CDM,62,64,50,57,62,59,65
13409,Ryan Glover,,barnet,RB,62,77,50,55,61,53,60
13412,Elliot Newby,,barrow,LM,62,77,45,59,62,52,61
13415,Kamari Doyle,,reading,CAM,62,69,60,61,64,46,56
13416,Wyll Stanway,,barrow,GK,62,63,58,61,63,48,62
13420,Omar Bugiel,,afc-wimbledon,ST,62,65,61,51,56,37,85
13421,Harrison Biggins,,shrewsbury,CM,62,54,56,60,63,57,65
13423,Joe Tomlinson,,mk-dons,LB,62,76,52,58,63,54,52
13424,Tony Springett,,norwich,RM,62,80,58,56,67,41,53
13427,Joel Colwill,,cardiff-city,CAM,62,71,55,59,65,51,54
13431,Connal Trueman,,mk-dons,GK,62,62,62,60,63,46,61
13434,Tom Sang,,shrewsbury,RB,62,60,48,57,60,60,69
13448,Shadrach Ogie,,gillingham,CB,62,75,41,47,56,61,73
13454,Marvin Kaleta,,rotherham-utd,RB,62,69,42,55,61,58,67
13459,Elliott List,,northampton,ST,62,89,61,52,64,28,58
13473,Scott Hogan,,mk-dons,ST,62,77,60,54,61,34,65
13477,Ryan Graydon,,fleetwood-town,ST,62,75,57,57,61,33,68
13479,Josh Martin,,cheltenham-town,LW,62,80,57,58,66,41,49
13498,Scott Smith,,barrow,CDM,62,60,51,58,61,58,62
13505,Callum Burton,,wrexham,GK,62,63,61,60,63,43,59
13508,Caylan Vickers,,barnsley,ST,62,77,58,55,69,36,54
13509,Omari Kellyman,,cardiff-city,CAM,62,67,60,60,65,40,57
13517,Denzel Hall,,rotherham-utd,RB,62,73,44,47,59,58,67
13519,Teddy Sharman-Lowe,,bolton,GK,62,62,60,63,63,40,60
13530,Kabongo Tshimanga,,crawley-town,ST,62,79,59,48,62,26,73
13532,Lewis Gordon,,chesterfield,LB,62,81,42,53,60,55,56
13546,Leo Castledine,,huddersfield,CAM,62,70,60,62,63,40,52
13550,Neo Eccleston,,grimsby-town,RB,62,80,37,50,60,57,62
13554,Tom Edwards,,salford-city,CB,62,55,46,58,58,60,69
13562,Harry McKirdy,,crawley-town,RM,62,90,57,55,64,32,47
13573,Jake Rooney,,barnsley,CB,62,62,41,54,60,61,67
13575,Gideon Kodua,,luton-town,RM,62,79,56,55,64,36,55
13585,Tyler Walker,,barrow,ST,62,73,61,55,62,36,57
13589,Jayden Sweeney,,grimsby-town,LB,62,72,38,55,61,58,60
13600,Bobby Pointon,,bradford-city,CAM,62,77,56,59,66,39,47
13606,Manny Monthé,,oldham-athletic,CB,62,66,43,44,48,57,85
13618,David Button,,ipswich,GK,62,62,60,59,61,39,61
13629,Silko Thomas,,leicester-city,LM,62,78,55,57,66,35,50
13633,Jamie Robson,,oldham-athletic,LB,62,79,32,55,60,54,61
13634,Jack Senior,,doncaster,LB,62,76,28,50,58,57,72
13635,Tyler Miller,,bolton,GK,62,61,61,60,62,35,62
13636,Adam Lewis,,chesterfield,LB,62,70,38,56,61,56,60
13640,Freddie Draper,,lincoln-city,ST,62,62,59,51,59,34,76
13650,John Marquis,,shrewsbury,ST,62,51,62,51,58,39,79
13651,Ronan Coughlan,,fleetwood-town,ST,62,76,61,53,61,24,65
13654,Jackson Smith,,barnsley,GK,62,61,59,59,63,37,61
13660,Jude Soonsup-Bell,,grimsby-town,ST,62,73,61,55,61,30,60
13666,Ruari Paton,,port-vale,ST,62,73,59,45,62,27,73
13669,Grant Smith,,bromley-fc,GK,62,62,59,62,62,34,60
13670,Connor Mahoney,,barrow,RM,62,74,58,58,64,38,47
13671,MJ Williams,,barrow,CDM,62,50,45,57,55,61,71
13679,Callum McManaman,,wigan-athletic,RM,62,66,59,59,64,30,60
13680,Connor Ripley,,swindon-town,GK,62,62,61,62,64,27,62
13684,Omar Bogle,,crewe-alexandra,ST,62,63,62,50,60,30,73
13694,Mamadi Camará,,reading,LW,62,72,51,59,66,44,45
13706,Sam Hutchinson,,afc-wimbledon,CB,62,45,51,57,56,61,66
13712,Will Swan,,bradford-city,ST,62,75,61,46,61,34,59
13715,Charlie Crew,,doncaster,CDM,62,64,33,55,61,57,65
13724,Fin Back,,wycombe,RB,62,67,34,54,59,58,63
13732,Zak Gilsenan,,grimsby-town,LM,62,72,53,59,66,41,43
13735,Alfie Lloyd,,leyton-orient,ST,62,82,60,45,63,17,67
13736,Sonny Cox,,exeter-city,ST,62,76,59,46,63,27,63
13745,Anthony Scully,,shrewsbury,LM,62,72,58,56,65,34,48
13749,Mike Fondop,,oldham-athletic,ST,62,72,61,44,59,20,77
13751,Sam Curtis,,sheffield-utd,RB,62,67,33,52,59,58,64
13765,Tyrell Warren,,grimsby-town,RB,62,68,31,49,56,58,70
13766,Tom Bradbury,,harrogate-town,LB,62,61,34,50,52,60,75
13768,Luke Robinson,,wigan-athletic,LB,62,73,32,50,52,58,67
13782,James Furlong,,hull-city,LB,62,67,32,58,60,58,56
,,,,,,,,,,,
RANK,PLAYER,NAT,TEAM,POS,OVR,PAC,SHO,PAS,DRI,DEF,PHY
,,,,,,,,,,,
13787,Kamarl Grant,,millwall,CB,62,68,32,43,54,60,74
13803,Paddy Madden,,accrington,ST,62,51,63,55,60,39,61
13804,Charlie Barker,,crawley-town,CB,62,65,35,46,53,59,71
13809,Emre Tezgel,,crewe-alexandra,ST,62,67,63,47,60,33,59
13810,Mo Faal,,port-vale,ST,62,73,59,44,61,24,68
13856,Daniel Bennie,,qpr,RM,62,72,59,55,64,21,55
13862,Rumarn Burrell,,qpr,ST,62,75,62,48,61,17,62
13881,Riley Harbottle,,afc-wimbledon,CB,62,67,29,45,48,61,73
13883,Adrian Akande,,colchester,LM,62,83,52,54,64,23,47
13884,David Okagbue,,peterborough,CB,62,71,26,41,48,62,75
13893,Dion Conroy,,crawley-town,CB,62,55,28,49,57,61,72
13894,Toyosi Olusanya,,doncaster,ST,62,83,60,51,64,22,42
13897,Declan Frith,,peterborough,LM,62,74,63,59,64,22,39
13899,Billy Sharp,,doncaster,ST,62,35,65,59,59,38,65
13904,Andy Smith,,gillingham,CB,62,62,34,44,48,61,72
13921,Lucas Ness,,notts-county,CB,62,62,32,44,47,62,72
13922,Sebastian Revan,,burton-albion,LB,62,58,36,51,59,62,53
13926,Ciarán Kelly,,bradford-city,CB,62,55,34,46,48,60,75
13939,Ruairi McConville,,norwich,CB,62,60,32,44,50,61,69
13942,Jesse Debrah,,port-vale,CB,62,68,26,38,47,61,76
13943,Jay McGrath,,doncaster,CB,62,63,28,45,46,61,73
13958,James Connolly,,crewe-alexandra,CB,62,57,28,47,51,61,70
13965,Zeno Ibsen Rossi,,cambridge-utd,CB,62,59,31,46,44,61,72
13982,Jamille Matt,,walsall,ST,62,40,62,50,55,31,73
13989,Charlie Raglan,,barrow,CB,62,51,32,42,47,61,76
13990,Brandon Cooper,,salford-city,CB,62,54,34,45,45,62,69
13992,Priestley Farquharson,,walsall,CB,62,62,33,38,41,61,74
13997,Rod McDonald,,notts-county,CB,62,49,30,46,48,61,74
14000,Curtis Tilt,,bradford-city,CB,62,50,33,38,49,62,75
14011,Jordan Turnbull,,tranmere-rovers,CB,62,50,27,43,46,61,78
14012,Danny Collinge,,barnet,CB,62,52,29,43,51,61,69
14020,Matt Baker,,newport-county,CB,62,63,26,42,39,62,71
14028,Omar Sowunmi,,bromley-fc,CB,62,52,36,36,38,60,79
14039,Doug Tharme,,grimsby-town,CB,62,56,22,39,43,62,73
14043,Tom Anderson,,shrewsbury,CB,62,34,33,41,38,61,77
14050,Harry Clifton,,doncaster,CM,61,72,56,57,62,55,73
14051,Tom Conlon,,oldham-athletic,CM,61,70,58,61,64,56,64
14052,Mark Shelton,,barnet,CM,61,66,59,58,61,58,71
14053,Tyreece Simpson,,stevenage,ST,61,84,58,51,59,44,77
14054,Ben Close,,doncaster,CM,61,69,60,61,62,57,63
14056,Jay Mingi,,crewe-alexandra,CB,61,71,51,58,66,58,67
14064,Kieron Morris,,oldham-athletic,LM,61,67,59,58,64,53,66
14065,James Jones,,burton-albion,CM,61,67,58,60,63,56,63
14066,Jack Earing,,barrow,CM,61,67,58,62,63,54,63
14067,Tyrese Shade,,burton-albion,LM,61,84,57,52,62,45,67
14068,Tivonge Rushesha,,reading,CDM,61,74,55,57,64,58,59
14070,Kegs Chauke,,burton-albion,CM,61,71,56,58,64,56,62
14074,Kellan Gordon,,notts-county,RB,61,80,50,55,60,55,66
14078,George Lapslie,,bradford-city,CAM,61,63,59,59,63,56,65
14079,Darren Oldaker,,swindon-town,CDM,61,70,54,60,61,56,64
14084,Joe Walsh,,qpr,GK,61,63,65,60,62,58,56
14086,Adam Mayor,,cambridge-utd,LB,61,76,54,54,65,55,60
14088,Jude Arthurs,,bromley-fc,CM,61,70,55,60,62,55,61
14091,Conor Grant,,notts-county,CAM,61,76,54,58,63,55,57
14094,Arkell Jude-Boyd,,cheltenham-town,RB,61,75,52,52,58,56,69
14095,Jack Powell,,crewe-alexandra,CM,61,62,59,62,63,54,62
14096,Daniel Butterworth,,swindon-town,CAM,61,83,60,51,64,45,59
14097,Scott Robertson,,notts-county,CM,61,67,53,59,64,56,63
14099,Mason Hancock,,walsall,LB,61,79,48,53,61,55,66
14108,Sam Finley,,tranmere-rovers,CM,61,54,57,60,61,60,69
14109,Anthony Glennon,,newport-county,LB,61,74,47,59,59,54,68
14111,Jayden Luker,,notts-county,RM,61,76,58,55,62,48,62
14113,Conor Thomas,,crewe-alexandra,CDM,61,61,55,56,59,58,71
14116,George Miller,,cheltenham-town,ST,61,83,61,49,59,37,71
14117,Shilow Tracey,,crewe-alexandra,ST,61,86,57,56,63,43,55
14129,Albert Adomah,,walsall,ST,61,64,60,61,65,50,58
14139,Ben Krauhaus,,bromley-fc,RM,61,75,56,58,62,48,57
14142,Kelly N'Mai,,salford-city,LB,61,90,54,52,64,51,45
14148,Carl Johnston,,peterborough,RB,61,72,48,55,60,56,64
14155,Robbie McKenzie,,gillingham,CDM,61,67,47,56,55,57,72
14160,James Belshaw,,harrogate-town,GK,61,61,59,60,63,50,61
14165,Jonathan Leko,,mk-dons,ST,61,86,58,53,63,35,58
14168,Lewis Richards,,bradford-city,LB,61,72,45,54,59,56,67
14172,Sammy Braybrooke,,newport-county,CDM,61,62,52,60,63,58,58
14180,Carl Jenkinson,,bromley-fc,RB,61,58,50,57,59,59,69
14189,Bryant Bilongo,,bristol-rovers,LB,61,73,46,50,61,58,64
14196,Brandon Comley,,walsall,CDM,61,60,50,56,56,59,70
14197,Joe Sbarra,,doncaster,CM,61,70,58,58,65,53,47
14199,Toby Savin,,wigan-athletic,GK,61,62,58,64,62,45,60
14200,Daniel Gore,,rotherham-utd,CM,61,72,50,60,67,48,54
14232,Zak Sturge,,millwall,LB,61,73,39,54,59,55,68
14236,Mitch Clark,,port-vale,RB,61,72,44,54,60,56,61
14237,Tyrese Francois,,wigan-athletic,CM,61,65,44,58,67,58,55
14252,Innes Cameron,,barrow,ST,61,53,61,55,57,47,73
14261,Dion Pereira,,crawley-town,RM,61,79,58,55,64,34,55
14263,Tommi O'Reilly,,crewe-alexandra,RM,61,67,56,58,64,50,50
14265,Lewis Orford,,stevenage,CDM,61,61,46,59,59,57,62
14271,Darragh Burns,,grimsby-town,RM,61,75,56,57,63,42,51
14280,Jay Lynch,,fleetwood-town,GK,61,61,62,58,61,41,60
14283,Josh March,,crewe-alexandra,ST,61,72,60,48,61,30,72
14287,Ryan De Havilland,,peterborough,CDM,61,56,45,56,59,59,68
14298,Othmane Maamma,,watford,RM,61,71,57,53,67,29,65
14303,Warren Burrell,,harrogate-town,LB,61,67,38,52,55,58,71
14306,Nathan Asiimwe,,afc-wimbledon,RB,61,73,34,51,60,54,69
14314,Donald Love,,accrington,RB,61,69,35,53,59,55,69
14315,Reece Hutchinson,,crewe-alexandra,LB,61,69,42,54,59,55,61
14318,Gatlin O'Donkor,,oxford-united,ST,61,72,60,47,62,31,68
14320,Seb Palmer-Houlden,,gillingham,ST,61,74,59,52,61,33,61
14327,Sam Foley,,barrow,CB,61,37,54,58,60,60,70
14331,Josh Hawkes,,oldham-athletic,LM,61,70,60,58,61,35,55
,,,,,,,,,,,
RANK,PLAYER,NAT,TEAM,POS,OVR,PAC,SHO,PAS,DRI,DEF,PHY
,,,,,,,,,,,
14344,Jemiah Umolu,,bromley-fc,ST,61,71,61,49,56,30,71
14348,James Maxwell,,doncaster,LB,61,71,34,50,60,57,66
14365,Loick Ayina,,salford-city,CB,61,82,29,46,54,59,67
14367,Elliott Nevitt,,gillingham,ST,61,67,59,47,58,27,79
14373,Maleace Asamoah,,wigan-athletic,RM,61,84,55,48,66,29,55
14374,Ethan Wheatley,,northampton,ST,61,72,62,49,60,31,62
14385,Harvey Blair,,portsmouth,LM,61,84,54,54,63,26,55
14390,Aden Baldwin,,bradford-city,CB,61,66,40,48,52,59,70
14392,Max Dyche,,northampton,CB,61,69,37,46,50,59,74
14404,Charles Vernam,,grimsby-town,LM,61,83,55,56,64,31,45
14405,Rob Hunt,,colchester,RB,61,70,35,54,60,55,60
14419,Calum Kavanagh,,bradford-city,ST,61,80,58,49,60,19,67
14422,Glenn Morris,,gillingham,GK,61,60,59,57,62,31,63
14446,Joe Gardner,,mansfield-town,CAM,61,66,59,59,62,31,53
14455,Joshua Kayode,,rotherham-utd,ST,61,74,59,51,58,22,66
14458,Cieran Slicker,,barnet,GK,61,60,62,60,62,27,59
14468,Nicke Kabamba,,bromley-fc,ST,61,65,59,45,59,30,71
14483,Aaron Pressley,,walsall,ST,61,68,59,44,56,23,78
14484,Harvey Davies,,crawley-town,GK,61,60,63,57,60,29,59
14486,Mikki van Sas,,wycombe,GK,61,59,69,64,56,22,58
14492,Lewis Macari,,notts-county,CB,61,67,34,51,52,60,63
14496,Will Davies,,fleetwood-town,ST,61,71,60,43,61,28,63
14498,Courtney Baker-Richardson,,newport-county,ST,61,69,61,43,58,25,70
14499,Ryan Loft,,crawley-town,ST,61,56,60,48,57,30,75
14506,Joe Hugill,,barnet,ST,61,68,61,50,58,23,66
14519,Gustav Lindgren,,peterborough,ST,61,67,61,49,60,31,57
14534,Kyle Cameron,,bromley-fc,CB,61,53,38,46,54,60,73
14538,Jordan Amissah,,burton-albion,GK,61,62,57,60,64,23,58
14539,Jack Holmes,,rotherham-utd,RM,61,77,54,56,61,26,49
14543,Harrison Burke,,walsall,CB,61,62,39,38,50,57,77
14547,Ryan Oné,,sheffield-utd,ST,61,73,60,46,59,21,64
14553,Romoney Crichlow,,barnet,CB,61,63,34,42,51,62,70
14554,Maï Traoré,,notts-county,ST,61,76,59,45,59,18,65
14578,Bojan Radulović,,huddersfield,ST,61,51,61,52,61,26,68
14584,Jack Tucker,,colchester,CB,61,62,30,43,48,59,76
14587,Deji Elerewe,,bromley-fc,CB,61,69,24,41,54,60,70
14593,Adebola Oluwo,,salford-city,CB,61,68,30,42,45,60,72
14627,Michael Stickland,,reading,CB,61,63,31,42,51,60,66
14656,Benoný Breki Andrésson,,stockport,ST,61,68,61,44,60,19,55
14661,Josh Feeney,,huddersfield,CB,61,55,31,44,48,61,67
14667,Jamie Knight-Lebel,,swindon-town,CB,61,60,26,41,47,60,71
14675,Sam Lavelle,,grimsby-town,CB,61,54,29,40,46,61,73
14678,Jack Sanders,,mk-dons,CB,61,47,31,44,44,57,79
14681,Jason Sraha,,burton-albion,CB,61,63,26,38,45,60,69
14683,Jamie Grimes,,chesterfield,CB,61,52,28,44,43,61,72
14685,Farrend Rawson,,accrington,CB,61,49,32,41,40,62,75
14686,Nik Tavares,,barnet,CB,61,53,28,38,46,61,73
14688,Mamadou Jobe,,cambridge-utd,CB,61,65,23,39,48,60,64
14699,Ryan Delaney,,swindon-town,CB,61,48,28,40,41,60,77
14709,Byron Webster,,bromley-fc,CB,61,34,39,43,42,59,71
14710,Neill Byrne,,bradford-city,CB,61,45,26,38,45,61,73
14715,Emmanuel Osadebe,,barnet,CM,60,79,57,60,63,53,70
14717,Aaron Rowe,,gillingham,RM,60,84,55,54,61,52,66
14720,Rekeem Harper,,barrow,CM,60,72,52,58,61,57,68
14721,Corey Whitely,,bromley-fc,LW,60,75,55,57,62,52,67
14723,Tom Iorpenda,,notts-county,CM,60,72,50,59,63,52,71
14726,Evan Khouri,,grimsby-town,CM,60,72,52,59,59,56,68
14727,Kai Andrews,,coventry-city,CM,60,72,55,58,63,57,61
14728,Harry Anderson,,colchester,RM,60,70,54,55,61,53,72
14729,Harry Charsley,,oldham-athletic,CM,60,66,57,59,62,53,68
14730,Clarke Oduor,,grimsby-town,CM,60,78,50,58,64,57,58
14731,Levi Sutton,,harrogate-town,CDM,60,78,45,55,60,58,68
14735,James Ball,,swindon-town,CM,60,53,58,58,56,62,76
14738,Callum Maycock,,afc-wimbledon,CM,60,67,52,57,59,58,69
14740,Adam Murphy,,swindon-town,CM,60,71,54,58,63,52,64
14742,Donay O'Brien-Brady,,peterborough,CDM,60,77,52,58,61,55,58
14749,Conor Grant,,accrington,LB,60,65,56,59,61,57,62
14750,Ashley Charles,,bromley-fc,CDM,60,74,48,54,56,58,70
14752,Ciaran Gilligan,,burton-albion,CM,60,74,48,57,61,57,63
14756,Rosaire Longelo,,salford-city,LB,60,82,51,55,63,53,55
14759,Daniel Kelly,,millwall,CM,60,69,58,55,63,50,63
14760,Ryan Finnigan,,walsall,CM,60,66,55,60,63,53,61
14761,Zech Obiero,,leyton-orient,CM,60,73,51,56,64,58,56
14766,Joe Adams,,wigan-athletic,CAM,60,72,55,57,62,46,64
14767,Vimal Yoganathan,,barnsley,CM,60,68,53,57,60,56,62
14774,Evan Weir,,walsall,LB,60,67,52,58,54,56,69
14777,Liam Shephard,,newport-county,RB,60,71,48,57,61,56,62
14788,Joel Tabiner,,crewe-alexandra,CM,60,71,52,60,64,47,60
14789,Ben Perry,,colchester,CM,60,66,55,59,61,56,56
14791,Diallang Jaiyesimi,,leyton-orient,LM,60,64,56,57,64,50,62
14797,Zain Westbrooke,,doncaster,CM,60,65,54,62,63,55,53
14801,Harley Mills,,peterborough,LB,60,68,51,55,58,54,65
14806,Jack Roles,,crawley-town,CM,60,67,59,62,63,56,44
14809,Harry Forster,,crawley-town,LM,60,71,54,55,60,52,58
14818,Isaac Ogundere,,afc-wimbledon,CB,60,80,34,49,61,58,67
14821,Regan Booty,,barrow,CM,60,64,51,61,61,49,62
14823,Dara Costelloe,,wigan-athletic,ST,60,73,58,55,63,34,65
14833,Joe Day,,cheltenham-town,GK,60,59,56,58,61,51,61
14841,Kylian Kouassi,,cambridge-utd,ST,60,75,59,48,61,34,68
14845,Maziar Kouhyar,,notts-county,LM,60,76,53,54,60,42,59
14851,Isak Alemayehu,,qpr,CM,60,69,55,55,67,45,53
14878,Nik Tzanev,,newport-county,GK,60,61,59,56,61,46,59
14879,Ethan Brierley,,exeter-city,CM,60,67,46,58,63,53,55
14899,Ian Lawlor,,doncaster,GK,60,60,58,59,61,42,60
14900,Owen Evans,,barnet,GK,60,59,59,60,61,43,58
14901,Charlie Brown,,accrington,RM,60,81,55,52,61,31,60
14902,Aaron Drinan,,swindon-town,ST,60,76,58,49,61,32,64
14914,Kyrell Lisbie,,peterborough,LM,60,85,56,53,60,26,58
14928,Tom Pett,,oldham-athletic,CM,60,51,55,60,62,54,55
14929,Jovan Malcolm,,stevenage,ST,60,83,58,46,58,28,64
,,,,,,,,,,,
RANK,PLAYER,NAT,TEAM,POS,OVR,PAC,SHO,PAS,DRI,DEF,PHY
,,,,,,,,,,,
14934,Justin Obikwu,,lincoln-city,ST,60,83,56,42,57,28,71
14939,Luke McGee,,tranmere-rovers,GK,60,60,59,59,61,37,60
14951,Kristian Dennis,,tranmere-rovers,ST,60,53,60,52,61,37,72
14958,Louie Marsh,,sheffield-utd,ST,60,68,58,55,62,42,50
14964,Jake Eastwood,,cambridge-utd,GK,60,62,57,59,61,37,58
14965,Liam Gibson,,harrogate-town,CB,60,66,35,50,54,60,69
14975,Jack Muldoon,,harrogate-town,ST,60,72,59,55,60,23,64
14976,Myles Kenlock,,barnet,LB,60,66,37,48,56,58,68
14984,Gabriel Forsyth,,norwich,CAM,60,73,46,58,64,41,51
14995,Andrew Oluwabori,,exeter-city,ST,60,77,59,53,59,26,57
15001,Lewis Cass,,harrogate-town,RB,60,66,33,49,57,58,68
15002,Paul Glatzel,,swindon-town,ST,60,73,60,55,61,30,52
15003,Tom Nixon,,doncaster,RB,60,65,37,51,58,55,65
15012,Conor McAleny,,harrogate-town,LM,60,77,58,55,63,26,51
15015,Lee Ndlovu,,barnet,ST,60,70,59,39,57,29,75
15024,Killian Cahill,,leyton-orient,GK,60,63,60,63,60,24,58
15053,Joe Quigley,,oldham-athletic,ST,60,59,60,46,55,33,73
15054,Ged Garner,,newport-county,ST,60,70,60,48,59,23,66
15061,Kevin McDonald,,exeter-city,CDM,60,31,57,60,55,59,63
15072,Francis Okoronkwo,,lincoln-city,ST,60,72,60,48,60,24,60
15078,Darragh Power,,cheltenham-town,RB,60,71,32,48,59,56,58
15085,Lee Bonis,,chesterfield,ST,60,73,59,44,58,26,63
15088,James Norwood,,fleetwood-town,ST,60,50,60,49,59,39,66
15091,David Harrington,,fleetwood-town,GK,60,61,61,60,60,21,60
15102,Mark Howard,,salford-city,GK,60,60,58,58,58,27,61
15114,Kane Hemmings,,barrow,ST,60,64,59,51,58,28,61
15117,Jake Turner,,gillingham,GK,60,60,61,58,61,22,59
15153,George Evans,,millwall,GK,60,61,59,60,60,20,58
15173,Scot Bennett,,cheltenham-town,CB,60,37,50,50,51,60,69
15176,George Nevett,,peterborough,CB,60,65,27,47,52,60,66
15204,Dajaune Brown,,port-vale,ST,60,71,59,49,61,19,55
15234,James Clarke,,newport-county,CB,60,40,41,48,47,58,75
15247,Ibrahim Bakare,,cheltenham-town,CB,60,64,24,37,49,57,76
15259,Donervon Daniels,,oldham-athletic,CB,60,51,35,45,46,60,67
